baro_delta,gyro_energy,gps_snr_drop,label
3.7718715802406493,2.6307421382409983,0.6703290360169066,2
3.51332674577329,3.1674247753200824,1.001577292720979,2
1.335297492781188,2.6848981156931115,0.7642929751368788,2
-0.269633135098842,3.5177774612895862,0.3858310629594982,1
3.0459879622393946,2.1526177791988252,1.069847315338233,2
3.387111849756732,2.9853268935035606,0.9033326975683648,2
-0.46039743096892116,2.2508376220148065,0.2599619224841132,0
0.37897592841865557,5.623354107612004,0.18483533654752496,0
-0.1472683765374165,5.300451707072555,0.4349169240171561,0
-0.1817813801506362,0.8359069755507847,0.47952918538036854,1
2.4108328765881457,2.3736621550590993,0.8759040559788267,2
2.0593590140421854,2.3945487942809356,0.6125058679694668,2
1.0362985336412187,2.0354925935086845,0.2235064076675087,1
0.28860098494345826,4.458462399755233,0.44175144332613014,0
4.015499761247975,3.558768071469719,0.7241173715166043,2
3.3453938120743927,2.4621988901224188,0.8332018269239587,2
4.08985817235035,2.461075236326593,0.9752193128845642,2
0.1186245537315883,4.25298972727036,0.4676312281480907,0
1.4489185014506694,1.0398045974663122,0.4630570602357257,1
-0.11960294018634698,4.824262489729991,0.4035668857267619,0
-0.5674385852062233,5.152269587972134,0.593438074901206,0
0.42949323079005663,1.1948389913263329,0.40257511547853414,1
-0.03763221652452747,1.8753929427947105,0.5586124877288816,1
-0.10230585478357695,6.018986896111645,0.306207099376157,0
-0.3481219818244296,4.594685424294781,0.6417673421730179,0
0.03866541699354386,1.4193571441669954,0.5106076285221808,1
-0.2650953253512854,4.882821754606707,0.4726810268324847,0
2.9726977652665814,3.036138125964616,1.219486316872793,2
0.06796506585900433,1.3793099341778938,0.5007033988312712,1
0.8898284787813945,1.883648419353202,0.27753111337584624,1
3.8639165570829337,2.628558383787024,0.903423974558407,2
0.091247650264494,1.0047318374346559,0.3650553405595842,1
-0.16658254542055004,5.68600260127049,0.48312674216244034,0
3.8027415654238377,2.448345459459718,1.082490160752631,2
0.2927916556011578,1.9632281793101611,0.4808475201010006,1
-0.4773933406784955,2.021930305459329,0.5289672242002044,1
-0.6842118314100124,5.095182793516789,0.35942368995997737,0
3.750798182673086,3.5788863493970613,0.6902753270705491,2
3.960333357856536,2.863966526670383,0.9479572466574641,2
0.5410749861850846,3.734457978638945,0.34284728729604486,1
-0.3941527188502749,4.12484767274522,0.3725988565224921,0
-0.006285975940978657,0.2039111213822582,0.3462068561643308,0
3.709059260977793,1.868083172528617,1.1910017737026222,2
0.15878986018288652,1.461449145292948,0.5011727962224966,1
0.04364057821305987,1.936080929676727,0.6546650170980478,1
0.4688115615217601,4.229587499147099,0.49657700012196093,0
2.608374468917238,2.854119323755791,0.8990835079548799,2
0.20263012066901276,5.378590099658836,0.3390756631014691,0
3.391271511547988,2.7148455909597144,0.7585939936173379,2
3.093239451519988,3.426065544218372,0.8638718307326645,2
0.35404502036079166,0.9598995649797573,0.3217139221680284,1
-0.31082470357423886,2.0415256215876383,0.6080703078052354,1
3.75751763360433,3.3082715705473253,0.9272571529459072,2
1.5410925962618887,4.86775230835715,0.24692372370012344,0
-0.026107697856138257,1.8794846102466338,0.4747534197164008,1
-0.24237156713174732,1.574916858169799,0.47113610521069826,1
-0.3572481094516893,4.732146202084213,0.24270444361100474,0
0.27183909957387037,4.6868785503345345,0.41570338961325126,0
0.9575776357301303,1.8169595111590056,0.4522714917389797,1
0.27682960674669255,2.4536685602645,0.15141006756339542,1
-0.20872763110270207,2.330650865304077,0.3787582033258566,1
-0.16133169302948477,3.7168493989938107,0.7867209909015845,1
2.9082134160277313,3.1373822593382625,0.7990920560232705,2
-0.3261083746087695,2.638910858231987,0.4399844950566508,0
0.845244862783281,1.2019120527522653,0.3502720416792014,0
0.302374112716661,5.4542146942061,0.37222725970687237,0
0.12792083399600757,1.30734320156912,0.16539345262670135,1
0.5122163046709856,5.549478810212777,0.36064586234596185,0
2.9275257399642993,3.354789670156789,0.71753820122807,2
