elapsed_s,timestamp,pressure_hpa,gps_accuracy_m,gps_speed_mps,mag_ut
1,2026-07-09T15:31:49Z,1003.55,5.54,0.00,77.59
2,2026-07-09T15:31:50Z,1003.55,5.54,0.00,77.59
3,2026-07-09T15:31:51Z,1003.54,5.54,0.00,77.74
4,2026-07-09T15:31:52Z,1003.54,5.54,0.00,77.51
5,2026-07-09T15:31:53Z,1003.54,5.54,0.00,78.05
6,2026-07-09T15:31:54Z,1003.54,5.54,0.00,78.22
7,2026-07-09T15:31:55Z,1003.54,5.54,0.00,98.66
8,2026-07-09T15:31:56Z,1003.54,5.54,0.00,83.80
9,2026-07-09T15:31:57Z,1003.54,5.54,0.00,81.96
10,2026-07-09T15:31:58Z,1003.54,5.54,0.00,81.22
11,2026-07-09T15:31:59Z,1003.54,5.54,0.00,83.69
12,2026-07-09T15:32:00Z,1003.54,5.35,0.00,79.18
13,2026-07-09T15:32:01Z,1003.54,5.35,0.00,73.69
14,2026-07-09T15:32:02Z,1003.53,5.35,0.00,61.05
15,2026-07-09T15:32:03Z,1003.53,5.35,0.00,54.36
16,2026-07-09T15:32:04Z,1003.53,5.35,0.00,53.30
17,2026-07-09T15:32:05Z,1003.53,5.35,0.00,51.65
18,2026-07-09T15:32:06Z,1003.53,5.18,0.00,48.34
19,2026-07-09T15:32:07Z,1003.53,5.18,0.00,44.12
20,2026-07-09T15:32:08Z,1003.53,5.18,0.00,57.00
21,2026-07-09T15:32:09Z,1003.53,5.18,0.00,32.66
22,2026-07-09T15:32:10Z,1003.53,5.18,0.00,38.76
23,2026-07-09T15:32:11Z,1003.53,5.18,0.00,47.63
24,2026-07-09T15:32:12Z,1003.54,5.02,0.00,67.56
25,2026-07-09T15:32:13Z,1003.54,5.02,0.00,63.41
26,2026-07-09T15:32:14Z,1003.54,5.02,0.00,62.26
27,2026-07-09T15:32:15Z,1003.54,5.02,0.00,57.88
28,2026-07-09T15:32:16Z,1003.54,5.02,0.00,58.33
29,2026-07-09T15:32:17Z,1003.54,5.02,0.00,60.69
30,2026-07-09T15:32:18Z,1003.54,4.87,0.00,58.67
31,2026-07-09T15:32:19Z,1003.54,4.87,0.00,77.25
32,2026-07-09T15:32:20Z,1003.54,4.87,0.00,77.97
33,2026-07-09T15:32:21Z,1003.54,4.87,0.00,77.99
34,2026-07-09T15:32:22Z,1003.54,4.87,0.00,78.02
35,2026-07-09T15:32:23Z,1003.54,4.87,0.00,78.14
36,2026-07-09T15:32:24Z,1003.54,5.01,0.00,77.97
37,2026-07-09T15:32:25Z,1003.54,5.01,0.00,77.69
38,2026-07-09T15:32:26Z,1003.54,5.01,0.00,77.90
39,2026-07-09T15:32:27Z,1003.54,5.01,0.00,77.99
40,2026-07-09T15:32:28Z,1003.54,5.01,0.00,77.88
41,2026-07-09T15:32:29Z,1003.54,5.01,0.00,77.81
42,2026-07-09T15:32:30Z,1003.54,5.01,0.00,77.69
43,2026-07-09T15:32:31Z,1003.54,5.01,0.00,78.12
44,2026-07-09T15:32:32Z,1003.54,5.01,0.00,77.59
45,2026-07-09T15:32:33Z,1003.54,5.01,0.00,78.02

EXPECTED 35
