gps_accuracy_mean,gps_accuracy_max,gps_accuracy_delta,gps_lost_ratio,wifi_count_mean,wifi_count_delta,wifi_rssi_mean,ble_count_mean,ble_count_delta,ble_rssi_mean,pressure_delta,pressure_slope,stationary_ratio,label
14.002897543031628,50.90724246557105,23.87919907190116,0.15957572932209496,7.834397634077876,2.147473359792988,-68.31100623282042,4.5388191199805785,-3.637114117089589,-80.37168316104648,0.2985647739881431,0.016785063932333647,0.7989514786717227,ambiguous
27.893089088991147,47.21370919592697,12.045515317056859,0.2734529016831466,7.421935764205276,-7.395523972937733,-71.38000621203878,4.7672277872378395,0.6556998000622336,-80.06138823703762,0.24210221097610898,0.03285617728897833,0.4732878711594018,ambiguous
7.551274131022078,14.636529609228417,1.807220297588967,0.11941709861955765,11.028496778964211,0.5754374331629153,-73.28361125522451,11.659606399638509,-0.0754302061041301,-82.89944513110355,-0.004370245172095083,-0.008786781012344116,0.592403414418131,street
10.486923437019843,14.234078659918325,1.742493794040567,0.08192254988370141,19.770902903942268,1.2506379493998772,-45.179808561649416,11.049390765874877,1.039350485325869,-83.90038437177009,0.02116382291125876,-0.02439091918620626,0.9398696044198165,street
9.354021395342805,15.441188275353184,1.192486413461355,0.11554509047931166,10.405633028985475,-1.1136340037918497,-56.96973766988264,9.396977929979574,-2.243562088236471,-54.293566599090354,0.11678830245460717,-0.02717307794070397,0.8879193001913643,street
52.49766563998834,53.605160918114564,64.11779221486091,0.6674761128873935,5.303733424914351,-8.226570616380883,-72.49864897668294,1.2320809395901646,-3.9587522506060324,-90.42687430228621,0.4164745709324644,0.04843735656827142,0.9087646969470893,underground
19.970765165644533,21.659051530208977,16.549833440318444,0.14144738592454917,8.873643562980732,-1.8792550547471105,-66.33743197182353,6.463289009158107,-1.0363964538991866,-68.78286599127745,0.18414455993305057,0.05895298097683818,0.9736137049274854,ambiguous
63.13598826971733,100.51443581813007,48.675943677289894,0.5016963834293664,5.187181004148513,2.650929572965566,-74.12500366074885,7.261010450817737,-9.81561515982903,-85.08038257133451,0.39084465032858273,0.16919830790001597,0.739562729713225,underground
23.486042133510225,21.14542912960661,10.919550183006118,0.2289978720725479,10.010284361662617,-7.751202186163098,-60.448428006130136,8.508861820858623,-5.297392841405619,-83.9887890079427,0.27791625743751125,0.023399219671584405,0.6209300372261861,ambiguous
10.385906768242041,12.812973740514792,3.240734857369379,0.0423909740730054,18.47546519360495,-3.5423377173466974,-47.30962243728975,8.5439151727117,-2.4800092031647063,-58.63916342273173,-0.031182448282162573,-0.006686658136724841,0.5361589592541439,street
24.603860845952944,118.21980781627458,75.80503095156058,0.5833841638317784,8.662529048624235,-5.225258851124693,-84.94437325777128,2.270263931817974,-11.409428363167613,-68.9548756449914,0.6384809166206771,0.12226295743483512,0.6485797648731431,underground
27.10165307983751,47.430927347689064,20.845833008604668,0.27607273602487015,10.379766976826541,-0.34885053400705335,-68.2340122027878,7.710950534885628,-4.021394949564799,-77.32532205230012,0.2833973855969856,0.0661755758782169,0.8794918714994955,ambiguous
45.170464965431584,119.3843708928834,68.32749924754691,0.7113780848778506,6.358668213627531,-2.765997679731335,-78.48494158281363,2.812685293355141,-1.1915089841622795,-89.25119113250533,0.9695960629302055,0.0454698264615061,0.9235298100062844,underground
18.540091974100026,21.320696167207277,13.166753222182631,0.23611425502189876,6.171437905644796,-0.8790680563254059,-58.747669501344646,8.45529196484484,-3.8470046807032388,-70.47951933045313,0.2998395225581886,0.02485791431653124,0.5796476688001774,ambiguous
