elapsed_s,timestamp,pressure_hpa,gps_accuracy_m,gps_speed_mps,mag_ut
1,2026-07-10T19:50:01Z,998.72,5.18,14.99,51.70
2,2026-07-10T19:50:02Z,998.71,5.18,14.92,52.53
3,2026-07-10T19:50:03Z,998.70,5.18,14.82,49.59
4,2026-07-10T19:50:04Z,998.72,5.18,14.68,49.28
5,2026-07-10T19:50:05Z,998.73,5.18,15.19,48.94
6,2026-07-10T19:50:06Z,998.73,5.18,15.21,49.53
7,2026-07-10T19:50:07Z,998.73,5.18,15.27,49.21
8,2026-07-10T19:50:08Z,998.74,5.18,15.45,47.94
9,2026-07-10T19:50:09Z,998.75,5.18,14.97,48.27
10,2026-07-10T19:50:10Z,998.75,5.18,14.96,48.43
11,2026-07-10T19:50:11Z,998.76,5.18,15.00,52.51
12,2026-07-10T19:50:12Z,998.77,5.18,14.74,51.19
13,2026-07-10T19:50:13Z,998.77,5.18,15.20,47.61
14,2026-07-10T19:50:14Z,998.77,5.18,15.14,49.67
15,2026-07-10T19:50:15Z,998.78,5.18,14.47,52.79
16,2026-07-10T19:50:16Z,998.77,5.18,15.31,54.59
17,2026-07-10T19:50:17Z,998.78,5.18,15.16,60.37
18,2026-07-10T19:50:18Z,998.80,5.18,15.07,55.27
19,2026-07-10T19:50:19Z,998.80,5.18,15.05,53.05
20,2026-07-10T19:50:20Z,998.80,5.18,14.68,54.28
21,2026-07-10T19:50:21Z,998.81,5.18,15.16,54.89
22,2026-07-10T19:50:22Z,998.82,5.18,15.21,53.58
23,2026-07-10T19:50:23Z,998.82,5.18,14.83,54.26
24,2026-07-10T19:50:24Z,998.82,5.18,14.86,50.22
25,2026-07-10T19:50:25Z,998.82,5.18,15.00,46.96
26,2026-07-10T19:50:26Z,998.84,5.18,14.87,52.54
27,2026-07-10T19:50:27Z,998.83,5.18,15.25,51.33
28,2026-07-10T19:50:28Z,998.85,5.18,14.79,51.03
29,2026-07-10T19:50:29Z,998.84,5.18,15.32,55.45
30,2026-07-10T19:50:30Z,998.85,5.18,15.22,56.78
31,2026-07-10T19:50:31Z,998.85,5.18,15.36,57.54
32,2026-07-10T19:50:32Z,998.85,5.18,15.14,57.13
33,2026-07-10T19:50:33Z,998.87,5.18,15.41,58.46
34,2026-07-10T19:50:34Z,998.86,5.18,15.35,59.19
35,2026-07-10T19:50:35Z,998.87,5.18,15.35,58.01
36,2026-07-10T19:50:36Z,998.87,5.18,15.36,546.16
37,2026-07-10T19:50:37Z,998.87,5.18,15.45,252.66
38,2026-07-10T19:50:38Z,998.90,5.18,14.82,135.41
39,2026-07-10T19:50:39Z,998.90,5.18,15.15,124.82
40,2026-07-10T19:50:40Z,998.90,5.18,16.05,51.81
41,2026-07-10T19:50:41Z,998.92,5.18,15.30,47.74
42,2026-07-10T19:50:42Z,998.91,5.18,15.56,48.02
43,2026-07-10T19:50:43Z,998.91,5.18,15.22,52.72
44,2026-07-10T19:50:44Z,998.92,5.18,15.12,51.39
45,2026-07-10T19:50:45Z,998.93,5.18,15.44,53.31
46,2026-07-10T19:50:46Z,998.93,5.18,15.48,53.14
47,2026-07-10T19:50:47Z,998.93,5.18,15.71,51.14
48,2026-07-10T19:50:48Z,998.94,5.18,15.80,52.44
49,2026-07-10T19:50:49Z,998.93,5.18,16.01,54.42
50,2026-07-10T19:50:50Z,998.95,5.18,15.66,53.96
51,2026-07-10T19:50:51Z,998.96,5.18,15.88,54.32
52,2026-07-10T19:50:52Z,998.96,5.18,15.63,52.70
53,2026-07-10T19:50:53Z,998.97,5.18,15.78,51.72
54,2026-07-10T19:50:54Z,998.97,5.18,14.72,53.92
55,2026-07-10T19:50:55Z,998.98,5.18,13.74,58.87
56,2026-07-10T19:50:56Z,998.97,5.18,12.36,59.14
57,2026-07-10T19:50:57Z,998.98,5.18,10.52,54.66
58,2026-07-10T19:50:58Z,998.99,5.18,9.62,48.08
59,2026-07-10T19:50:59Z,998.99,5.18,8.77,47.74
60,2026-07-10T19:51:00Z,999.00,5.18,7.58,49.08
61,2026-07-10T19:51:01Z,998.99,9.61,6.05,52.84
62,2026-07-10T19:51:02Z,999.00,9.61,6.55,50.35
63,2026-07-10T19:51:03Z,999.03,9.61,6.26,50.00
64,2026-07-10T19:51:04Z,999.01,9.61,6.35,50.29
65,2026-07-10T19:51:05Z,999.02,9.61,6.89,49.57
66,2026-07-10T19:51:06Z,999.02,9.61,6.62,51.59
