elapsed_s,timestamp,pressure_hpa,gps_accuracy_m,gps_speed_mps,mag_ut
1,2026-07-10T17:05:01Z,1002.49,8.00,8.86,46.22
2,2026-07-10T17:05:02Z,1002.50,8.00,8.92,42.40
3,2026-07-10T17:05:03Z,1002.50,8.00,9.55,43.45
4,2026-07-10T17:05:04Z,1002.51,8.00,8.88,47.88
5,2026-07-10T17:05:05Z,1002.50,8.00,8.64,46.96
6,2026-07-10T17:05:06Z,1002.50,8.00,9.08,43.68
7,2026-07-10T17:05:07Z,1002.49,8.00,9.04,44.67
8,2026-07-10T17:05:08Z,1002.51,8.00,9.17,46.93
9,2026-07-10T17:05:09Z,1002.49,8.00,8.91,44.68
10,2026-07-10T17:05:10Z,1002.50,8.00,9.37,46.31
11,2026-07-10T17:05:11Z,1002.49,8.00,9.16,46.62
12,2026-07-10T17:05:12Z,1002.51,8.00,9.65,45.71
13,2026-07-10T17:05:13Z,1002.51,8.00,9.15,45.15
14,2026-07-10T17:05:14Z,1002.50,8.00,9.07,48.25
15,2026-07-10T17:05:15Z,1002.51,8.00,9.36,52.19
16,2026-07-10T17:05:16Z,1002.50,8.00,9.23,44.64
17,2026-07-10T17:05:17Z,1002.49,8.00,8.81,44.91
18,2026-07-10T17:05:18Z,1002.50,8.00,9.21,47.01
19,2026-07-10T17:05:19Z,1002.52,8.00,8.84,43.78
20,2026-07-10T17:05:20Z,1002.50,8.00,9.32,43.06
21,2026-07-10T17:05:21Z,1002.51,8.00,8.86,44.50
22,2026-07-10T17:05:22Z,1002.49,8.00,9.10,46.17
23,2026-07-10T17:05:23Z,1002.50,8.00,8.81,46.70
24,2026-07-10T17:05:24Z,1002.51,8.00,9.09,43.78
25,2026-07-10T17:05:25Z,1002.50,8.00,9.36,44.39
26,2026-07-10T17:05:26Z,1002.49,8.00,9.30,46.09
27,2026-07-10T17:05:27Z,1002.50,8.00,8.84,47.86
28,2026-07-10T17:05:28Z,1002.49,8.00,8.67,44.61
29,2026-07-10T17:05:29Z,1002.51,8.00,9.19,47.98
30,2026-07-10T17:05:30Z,1002.50,8.00,8.83,46.34
31,2026-07-10T17:05:31Z,1002.50,8.00,8.06,49.89
32,2026-07-10T17:05:32Z,1002.50,8.00,7.68,46.03
33,2026-07-10T17:05:33Z,1002.49,8.00,6.44,42.33
34,2026-07-10T17:05:34Z,1002.50,8.00,6.21,42.95
35,2026-07-10T17:05:35Z,1002.51,8.00,5.53,45.28
36,2026-07-10T17:05:36Z,1002.50,8.00,4.51,43.91
37,2026-07-10T17:05:37Z,1002.52,8.00,3.53,44.56
38,2026-07-10T17:05:38Z,1002.51,8.00,2.95,40.96
39,2026-07-10T17:05:39Z,1002.52,8.00,2.64,39.26
40,2026-07-10T17:05:40Z,1002.49,8.00,1.55,39.66
41,2026-07-10T17:05:41Z,1002.50,8.00,1.07,40.99
