elapsed_s,timestamp,pressure_hpa,gps_accuracy_m,gps_speed_mps,mag_ut
1,2026-07-10T18:10:01Z,1005.06,14.25,10.65,41.53
2,2026-07-10T18:10:02Z,1005.07,14.25,10.13,39.85
3,2026-07-10T18:10:03Z,1005.06,14.25,10.27,40.72
4,2026-07-10T18:10:04Z,1005.06,14.25,10.76,41.55
5,2026-07-10T18:10:05Z,1005.06,14.25,10.18,40.51
6,2026-07-10T18:10:06Z,1005.07,14.25,9.94,37.89
7,2026-07-10T18:10:07Z,1005.08,14.25,9.75,41.72
8,2026-07-10T18:10:08Z,1005.09,14.25,9.97,39.75
9,2026-07-10T18:10:09Z,1005.08,14.25,9.63,39.18
10,2026-07-10T18:10:10Z,1005.08,14.25,10.24,39.79
11,2026-07-10T18:10:11Z,1005.10,14.25,10.09,36.62
12,2026-07-10T18:10:12Z,1005.10,14.25,9.83,38.54
13,2026-07-10T18:10:13Z,1005.09,14.25,9.63,41.01
14,2026-07-10T18:10:14Z,1005.10,14.25,9.90,40.75
15,2026-07-10T18:10:15Z,1005.12,14.25,9.89,39.76
16,2026-07-10T18:10:16Z,1005.12,14.25,9.93,44.51
17,2026-07-10T18:10:17Z,1005.12,14.25,9.77,43.14
18,2026-07-10T18:10:18Z,1005.11,14.25,10.18,42.31
19,2026-07-10T18:10:19Z,1005.13,14.25,10.41,42.29
20,2026-07-10T18:10:20Z,1005.13,14.25,9.79,41.06
21,2026-07-10T18:10:21Z,1005.14,14.25,9.91,41.94
22,2026-07-10T18:10:22Z,1005.13,14.25,9.82,38.92
23,2026-07-10T18:10:23Z,1005.15,14.25,10.17,41.10
24,2026-07-10T18:10:24Z,1005.15,14.25,9.93,39.59
25,2026-07-10T18:10:25Z,1005.14,14.25,9.92,40.22
26,2026-07-10T18:10:26Z,1005.16,14.25,10.12,40.67
27,2026-07-10T18:10:27Z,1005.16,14.25,9.62,42.51
28,2026-07-10T18:10:28Z,1005.16,14.25,9.76,42.34
29,2026-07-10T18:10:29Z,1005.17,14.25,9.86,40.73
30,2026-07-10T18:10:30Z,1005.18,14.25,9.55,39.00
31,2026-07-10T18:10:31Z,1005.18,14.25,9.89,41.34
32,2026-07-10T18:10:32Z,1005.16,14.25,9.65,44.45
33,2026-07-10T18:10:33Z,1005.17,14.25,9.99,45.50
34,2026-07-10T18:10:34Z,1005.19,14.25,10.63,44.96
35,2026-07-10T18:10:35Z,1005.21,14.25,10.41,44.91
36,2026-07-10T18:10:36Z,1005.19,14.25,9.14,42.14
37,2026-07-10T18:10:37Z,1005.19,14.25,8.85,41.85
